   0.325000E+00   0.000000E+00  -0.325000E+00
   0.325000E+00   0.000000E+00  -0.375000E+00
   0.325000E+00   0.000000E+00  -0.425000E+00
   0.325000E+00   0.000000E+00  -0.475000E+00
   0.325000E+00   0.000000E+00  -0.525000E+00
   0.325000E+00   0.000000E+00  -0.575000E+00
   0.325000E+00   0.000000E+00  -0.625000E+00
   0.325000E+00   0.000000E+00  -0.675000E+00
   0.325000E+00   0.000000E+00  -0.725000E+00
   0.325000E+00   0.000000E+00  -0.775000E+00
   0.325000E+00   0.000000E+00  -0.825000E+00
   0.325000E+00   0.000000E+00  -0.875000E+00
   0.325000E+00   0.000000E+00  -0.925000E+00
   0.325000E+00   0.000000E+00  -0.975000E+00
   0.375000E+00   0.000000E+00   0.975000E+00
   0.375000E+00   0.000000E+00   0.925000E+00
   0.375000E+00   0.000000E+00   0.875000E+00
   0.375000E+00   0.000000E+00   0.825000E+00
   0.375000E+00   0.000000E+00   0.775000E+00
   0.375000E+00   0.000000E+00   0.725000E+00
   0.375000E+00   0.000000E+00   0.675000E+00
   0.375000E+00   0.000000E+00   0.625000E+00
   0.375000E+00   0.000000E+00   0.575000E+00
   0.375000E+00   0.000000E+00   0.525000E+00
   0.375000E+00   0.000000E+00   0.475000E+00
   0.375000E+00   0.000000E+00   0.425000E+00
   0.375000E+00   0.000000E+00   0.375000E+00
   0.375000E+00   0.000000E+00   0.325000E+00
   0.375000E+00   0.000000E+00   0.275000E+00
   0.375000E+00   0.000000E+00   0.225000E+00
   0.375000E+00   0.000000E+00   0.175000E+00
   0.375000E+00   0.000000E+00   0.125000E+00
   0.375000E+00   0.000000E+00   0.750000E-01
   0.375000E+00   0.000000E+00   0.250000E-01
   0.375000E+00   0.000000E+00  -0.250000E-01
   0.375000E+00   0.000000E+00  -0.750000E-01
   0.375000E+00   0.000000E+00  -0.125000E+00
   0.375000E+00   0.000000E+00  -0.175000E+00
   0.375000E+00   0.000000E+00  -0.225000E+00
   0.375000E+00   0.000000E+00  -0.275000E+00
   0.375000E+00   0.000000E+00  -0.325000E+00
   0.375000E+00   0.000000E+00  -0.375000E+00
   0.375000E+00   0.000000E+00  -0.425000E+00
   0.375000E+00   0.000000E+00  -0.475000E+00
   0.375000E+00   0.000000E+00  -0.525000E+00
   0.375000E+00   0.000000E+00  -0.575000E+00
   0.375000E+00   0.000000E+00  -0.625000E+00
   0.375000E+00   0.000000E+00  -0.675000E+00
   0.375000E+00   0.000000E+00  -0.725000E+00
   0.375000E+00   0.000000E+00  -0.775000E+00
   0.375000E+00   0.000000E+00  -0.825000E+00
   0.375000E+00   0.000000E+00  -0.875000E+00
   0.375000E+00   0.000000E+00  -0.925000E+00
   0.375000E+00   0.000000E+00  -0.975000E+00
   0.425000E+00   0.000000E+00   0.975000E+00
   0.425000E+00   0.000000E+00   0.925000E+00
   0.425000E+00   0.000000E+00   0.875000E+00
   0.425000E+00   0.000000E+00   0.825000E+00
   0.425000E+00   0.000000E+00   0.775000E+00
   0.425000E+00   0.000000E+00   0.725000E+00
   0.425000E+00   0.000000E+00   0.675000E+00
   0.425000E+00   0.000000E+00   0.625000E+00
   0.425000E+00   0.000000E+00   0.575000E+00
   0.425000E+00   0.000000E+00   0.525000E+00
   0.425000E+00   0.000000E+00   0.475000E+00
   0.425000E+00   0.000000E+00   0.425000E+00
   0.425000E+00   0.000000E+00   0.375000E+00
   0.425000E+00   0.000000E+00   0.325000E+00
   0.425000E+00   0.000000E+00   0.275000E+00
   0.425000E+00   0.000000E+00   0.225000E+00
   0.425000E+00   0.000000E+00   0.175000E+00
   0.425000E+00   0.000000E+00   0.125000E+00
   0.425000E+00   0.000000E+00   0.750000E-01
   0.425000E+00   0.000000E+00   0.250000E-01
   0.425000E+00   0.000000E+00  -0.250000E-01
   0.425000E+00   0.000000E+00  -0.750000E-01
   0.425000E+00   0.000000E+00  -0.125000E+00
   0.425000E+00   0.000000E+00  -0.175000E+00
   0.425000E+00   0.000000E+00  -0.225000E+00
   0.425000E+00   0.000000E+00  -0.275000E+00
   0.425000E+00   0.000000E+00  -0.325000E+00
   0.425000E+00   0.000000E+00  -0.375000E+00
   0.425000E+00   0.000000E+00  -0.425000E+00
   0.425000E+00   0.000000E+00  -0.475000E+00
   0.425000E+00   0.000000E+00  -0.525000E+00
   0.425000E+00   0.000000E+00  -0.575000E+00
   0.425000E+00   0.000000E+00  -0.625000E+00
   0.425000E+00   0.000000E+00  -0.675000E+00
   0.425000E+00   0.000000E+00  -0.725000E+00
   0.425000E+00   0.000000E+00  -0.775000E+00
   0.425000E+00   0.000000E+00  -0.825000E+00
   0.425000E+00   0.000000E+00  -0.875000E+00
   0.425000E+00   0.000000E+00  -0.925000E+00
   0.425000E+00   0.000000E+00  -0.975000E+00
   0.475000E+00   0.000000E+00   0.975000E+00
   0.475000E+00   0.000000E+00   0.925000E+00
   0.475000E+00   0.000000E+00   0.875000E+00
   0.475000E+00   0.000000E+00   0.825000E+00
   0.475000E+00   0.000000E+00   0.775000E+00
   0.475000E+00   0.000000E+00   0.725000E+00
   0.475000E+00   0.000000E+00   0.675000E+00
   0.475000E+00   0.000000E+00   0.625000E+00
   0.475000E+00   0.000000E+00   0.575000E+00
   0.475000E+00   0.000000E+00   0.525000E+00
   0.475000E+00   0.000000E+00   0.475000E+00
   0.475000E+00   0.000000E+00   0.425000E+00
   0.475000E+00   0.000000E+00   0.375000E+00
   0.475000E+00   0.000000E+00   0.325000E+00
   0.475000E+00   0.000000E+00   0.275000E+00
   0.475000E+00   0.000000E+00   0.225000E+00
   0.475000E+00   0.000000E+00   0.175000E+00
   0.475000E+00   0.000000E+00   0.125000E+00
   0.475000E+00   0.000000E+00   0.750000E-01
   0.475000E+00   0.000000E+00   0.250000E-01
   0.475000E+00   0.000000E+00  -0.250000E-01
   0.475000E+00   0.000000E+00  -0.750000E-01
   0.475000E+00   0.000000E+00  -0.125000E+00
   0.475000E+00   0.000000E+00  -0.175000E+00
   0.475000E+00   0.000000E+00  -0.225000E+00
   0.475000E+00   0.000000E+00  -0.275000E+00
   0.475000E+00   0.000000E+00  -0.325000E+00
   0.475000E+00   0.000000E+00  -0.375000E+00
   0.475000E+00   0.000000E+00  -0.425000E+00
   0.475000E+00   0.000000E+00  -0.475000E+00
   0.475000E+00   0.000000E+00  -0.525000E+00
   0.475000E+00   0.000000E+00  -0.575000E+00
   0.475000E+00   0.000000E+00  -0.625000E+00
   0.475000E+00   0.000000E+00  -0.675000E+00
   0.475000E+00   0.000000E+00  -0.725000E+00
   0.475000E+00   0.000000E+00  -0.775000E+00
   0.475000E+00   0.000000E+00  -0.825000E+00
   0.475000E+00   0.000000E+00  -0.875000E+00
   0.475000E+00   0.000000E+00  -0.925000E+00
   0.475000E+00   0.000000E+00  -0.975000E+00
   0.525000E+00   0.000000E+00   0.975000E+00
   0.525000E+00   0.000000E+00   0.925000E+00
   0.525000E+00   0.000000E+00   0.875000E+00
   0.525000E+00   0.000000E+00   0.825000E+00
   0.525000E+00   0.000000E+00   0.775000E+00
   0.525000E+00   0.000000E+00   0.725000E+00
   0.525000E+00   0.000000E+00   0.675000E+00
   0.525000E+00   0.000000E+00   0.625000E+00
   0.525000E+00   0.000000E+00   0.575000E+00
   0.525000E+00   0.000000E+00   0.525000E+00
   0.525000E+00   0.000000E+00   0.475000E+00
   0.525000E+00   0.000000E+00   0.425000E+00
   0.525000E+00   0.000000E+00   0.375000E+00
   0.525000E+00   0.000000E+00   0.325000E+00
   0.525000E+00   0.000000E+00   0.275000E+00
   0.525000E+00   0.000000E+00   0.225000E+00
   0.525000E+00   0.000000E+00   0.175000E+00
   0.525000E+00   0.000000E+00   0.125000E+00
   0.525000E+00   0.000000E+00   0.750000E-01
   0.525000E+00   0.000000E+00   0.250000E-01
   0.525000E+00   0.000000E+00  -0.250000E-01
   0.525000E+00   0.000000E+00  -0.750000E-01
   0.525000E+00   0.000000E+00  -0.125000E+00
   0.525000E+00   0.000000E+00  -0.175000E+00
   0.525000E+00   0.000000E+00  -0.225000E+00
   0.525000E+00   0.000000E+00  -0.275000E+00
   0.525000E+00   0.000000E+00  -0.325000E+00
   0.525000E+00   0.000000E+00  -0.375000E+00
   0.525000E+00   0.000000E+00  -0.425000E+00
   0.525000E+00   0.000000E+00  -0.475000E+00
   0.525000E+00   0.000000E+00  -0.525000E+00
   0.525000E+00   0.000000E+00  -0.575000E+00
   0.525000E+00   0.000000E+00  -0.625000E+00
   0.525000E+00   0.000000E+00  -0.675000E+00
   0.525000E+00   0.000000E+00  -0.725000E+00
   0.525000E+00   0.000000E+00  -0.775000E+00
   0.525000E+00   0.000000E+00  -0.825000E+00
   0.525000E+00   0.000000E+00  -0.875000E+00
   0.525000E+00   0.000000E+00  -0.925000E+00
   0.525000E+00   0.000000E+00  -0.975000E+00
   0.575000E+00   0.000000E+00   0.975000E+00
   0.575000E+00   0.000000E+00   0.925000E+00
   0.575000E+00   0.000000E+00   0.875000E+00
   0.575000E+00   0.000000E+00   0.825000E+00
   0.575000E+00   0.000000E+00   0.775000E+00
   0.575000E+00   0.000000E+00   0.725000E+00
   0.575000E+00   0.000000E+00   0.675000E+00
   0.575000E+00   0.000000E+00   0.625000E+00
   0.575000E+00   0.000000E+00   0.575000E+00
   0.575000E+00   0.000000E+00   0.525000E+00
   0.575000E+00   0.000000E+00   0.475000E+00
   0.575000E+00   0.000000E+00   0.425000E+00
   0.575000E+00   0.000000E+00   0.375000E+00
   0.575000E+00   0.000000E+00   0.325000E+00
   0.575000E+00   0.000000E+00   0.275000E+00
   0.575000E+00   0.000000E+00   0.225000E+00
   0.575000E+00   0.000000E+00   0.175000E+00
   0.575000E+00   0.000000E+00   0.125000E+00
   0.575000E+00   0.000000E+00   0.750000E-01
   0.575000E+00   0.000000E+00   0.250000E-01
   0.575000E+00   0.000000E+00  -0.250000E-01
   0.575000E+00   0.000000E+00  -0.750000E-01
   0.575000E+00   0.000000E+00  -0.125000E+00
   0.575000E+00   0.000000E+00  -0.175000E+00
   0.575000E+00   0.000000E+00  -0.225000E+00
   0.575000E+00   0.000000E+00  -0.275000E+00
   0.575000E+00   0.000000E+00  -0.325000E+00
   0.575000E+00   0.000000E+00  -0.375000E+00
   0.575000E+00   0.000000E+00  -0.425000E+00
   0.575000E+00   0.000000E+00  -0.475000E+00
   0.575000E+00   0.000000E+00  -0.525000E+00
   0.575000E+00   0.000000E+00  -0.575000E+00
   0.575000E+00   0.000000E+00  -0.625000E+00
   0.575000E+00   0.000000E+00  -0.675000E+00
   0.575000E+00   0.000000E+00  -0.725000E+00
   0.575000E+00   0.000000E+00  -0.775000E+00
   0.575000E+00   0.000000E+00  -0.825000E+00
   0.575000E+00   0.000000E+00  -0.875000E+00
   0.575000E+00   0.000000E+00  -0.925000E+00
   0.575000E+00   0.000000E+00  -0.975000E+00
   0.625000E+00   0.000000E+00   0.975000E+00
   0.625000E+00   0.000000E+00   0.925000E+00
   0.625000E+00   0.000000E+00   0.875000E+00
   0.625000E+00   0.000000E+00   0.825000E+00
   0.625000E+00   0.000000E+00   0.775000E+00
   0.625000E+00   0.000000E+00   0.725000E+00
   0.625000E+00   0.000000E+00   0.675000E+00
   0.625000E+00   0.000000E+00   0.625000E+00
   0.625000E+00   0.000000E+00   0.575000E+00
   0.625000E+00   0.000000E+00   0.525000E+00
   0.625000E+00   0.000000E+00   0.475000E+00
   0.625000E+00   0.000000E+00   0.425000E+00
   0.625000E+00   0.000000E+00   0.375000E+00
   0.625000E+00   0.000000E+00   0.325000E+00
   0.625000E+00   0.000000E+00   0.275000E+00
   0.625000E+00   0.000000E+00   0.225000E+00
   0.625000E+00   0.000000E+00   0.175000E+00
   0.625000E+00   0.000000E+00   0.125000E+00
   0.625000E+00   0.000000E+00   0.750000E-01
   0.625000E+00   0.000000E+00   0.250000E-01
   0.625000E+00   0.000000E+00  -0.250000E-01
   0.625000E+00   0.000000E+00  -0.750000E-01
   0.625000E+00   0.000000E+00  -0.125000E+00
   0.625000E+00   0.000000E+00  -0.175000E+00
   0.625000E+00   0.000000E+00  -0.225000E+00
   0.625000E+00   0.000000E+00  -0.275000E+00
   0.625000E+00   0.000000E+00  -0.325000E+00
   0.625000E+00   0.000000E+00  -0.375000E+00
   0.625000E+00   0.000000E+00  -0.425000E+00
   0.625000E+00   0.000000E+00  -0.475000E+00
   0.625000E+00   0.000000E+00  -0.525000E+00
   0.625000E+00   0.000000E+00  -0.575000E+00
   0.625000E+00   0.000000E+00  -0.625000E+00
   0.625000E+00   0.000000E+00  -0.675000E+00
   0.625000E+00   0.000000E+00  -0.725000E+00
   0.625000E+00   0.000000E+00  -0.775000E+00
   0.625000E+00   0.000000E+00  -0.825000E+00
   0.625000E+00   0.000000E+00  -0.875000E+00
   0.625000E+00   0.000000E+00  -0.925000E+00
   0.625000E+00   0.000000E+00  -0.975000E+00
   0.675000E+00   0.000000E+00   0.975000E+00
   0.675000E+00   0.000000E+00   0.925000E+00
   0.675000E+00   0.000000E+00   0.875000E+00
   0.675000E+00   0.000000E+00   0.825000E+00
   0.675000E+00   0.000000E+00   0.775000E+00
   0.675000E+00   0.000000E+00   0.725000E+00
   0.675000E+00   0.000000E+00   0.675000E+00
   0.675000E+00   0.000000E+00   0.625000E+00
   0.675000E+00   0.000000E+00   0.575000E+00
   0.675000E+00   0.000000E+00   0.525000E+00
   0.675000E+00   0.000000E+00   0.475000E+00
   0.675000E+00   0.000000E+00   0.425000E+00
   0.675000E+00   0.000000E+00   0.375000E+00
   0.675000E+00   0.000000E+00   0.325000E+00
   0.675000E+00   0.000000E+00   0.275000E+00
   0.675000E+00   0.000000E+00   0.225000E+00
   0.675000E+00   0.000000E+00   0.175000E+00
   0.675000E+00   0.000000E+00   0.125000E+00
   0.675000E+00   0.000000E+00   0.750000E-01
   0.675000E+00   0.000000E+00   0.250000E-01
   0.675000E+00   0.000000E+00  -0.250000E-01
   0.675000E+00   0.000000E+00  -0.750000E-01
   0.675000E+00   0.000000E+00  -0.125000E+00
   0.675000E+00   0.000000E+00  -0.175000E+00
   0.675000E+00   0.000000E+00  -0.225000E+00
   0.675000E+00   0.000000E+00  -0.275000E+00
   0.675000E+00   0.000000E+00  -0.325000E+00
   0.675000E+00   0.000000E+00  -0.375000E+00
   0.675000E+00   0.000000E+00  -0.425000E+00
   0.675000E+00   0.000000E+00  -0.475000E+00
   0.675000E+00   0.000000E+00  -0.525000E+00
   0.675000E+00   0.000000E+00  -0.575000E+00
   0.675000E+00   0.000000E+00  -0.625000E+00
   0.675000E+00   0.000000E+00  -0.675000E+00
   0.675000E+00   0.000000E+00  -0.725000E+00
   0.675000E+00   0.000000E+00  -0.775000E+00
   0.675000E+00   0.000000E+00  -0.825000E+00
   0.675000E+00   0.000000E+00  -0.875000E+00
   0.675000E+00   0.000000E+00  -0.925000E+00
   0.675000E+00   0.000000E+00  -0.975000E+00
   0.725000E+00   0.000000E+00   0.975000E+00
   0.725000E+00   0.000000E+00   0.925000E+00
   0.725000E+00   0.000000E+00   0.875000E+00
   0.725000E+00   0.000000E+00   0.825000E+00
   0.725000E+00   0.000000E+00   0.775000E+00
   0.725000E+00   0.000000E+00   0.725000E+00
   0.725000E+00   0.000000E+00   0.675000E+00
   0.725000E+00   0.000000E+00   0.625000E+00
   0.725000E+00   0.000000E+00   0.575000E+00
   0.725000E+00   0.000000E+00   0.525000E+00
   0.725000E+00   0.000000E+00   0.475000E+00
   0.725000E+00   0.000000E+00   0.425000E+00
   0.725000E+00   0.000000E+00   0.375000E+00
   0.725000E+00   0.000000E+00   0.325000E+00
   0.725000E+00   0.000000E+00   0.275000E+00
   0.725000E+00   0.000000E+00   0.225000E+00
   0.725000E+00   0.000000E+00   0.175000E+00
   0.725000E+00   0.000000E+00   0.125000E+00
   0.725000E+00   0.000000E+00   0.750000E-01
   0.725000E+00   0.000000E+00   0.250000E-01
   0.725000E+00   0.000000E+00  -0.250000E-01
   0.725000E+00   0.000000E+00  -0.750000E-01
   0.725000E+00   0.000000E+00  -0.125000E+00
   0.725000E+00   0.000000E+00  -0.175000E+00
   0.725000E+00   0.000000E+00  -0.225000E+00
   0.725000E+00   0.000000E+00  -0.275000E+00
   0.725000E+00   0.000000E+00  -0.325000E+00
   0.725000E+00   0.000000E+00  -0.375000E+00
   0.725000E+00   0.000000E+00  -0.425000E+00
   0.725000E+00   0.000000E+00  -0.475000E+00
   0.725000E+00   0.000000E+00  -0.525000E+00
   0.725000E+00   0.000000E+00  -0.575000E+00
   0.725000E+00   0.000000E+00  -0.625000E+00
   0.725000E+00   0.000000E+00  -0.675000E+00
   0.725000E+00   0.000000E+00  -0.725000E+00
   0.725000E+00   0.000000E+00  -0.775000E+00
   0.725000E+00   0.000000E+00  -0.825000E+00
   0.725000E+00   0.000000E+00  -0.875000E+00
   0.725000E+00   0.000000E+00  -0.925000E+00
   0.725000E+00   0.000000E+00  -0.975000E+00
   0.775000E+00   0.000000E+00   0.975000E+00
   0.775000E+00   0.000000E+00   0.925000E+00
   0.775000E+00   0.000000E+00   0.875000E+00
   0.775000E+00   0.000000E+00   0.825000E+00
   0.775000E+00   0.000000E+00   0.775000E+00
   0.775000E+00   0.000000E+00   0.725000E+00
   0.775000E+00   0.000000E+00   0.675000E+00
   0.775000E+00   0.000000E+00   0.625000E+00
   0.775000E+00   0.000000E+00   0.575000E+00
   0.775000E+00   0.000000E+00   0.525000E+00
   0.775000E+00   0.000000E+00   0.475000E+00
   0.775000E+00   0.000000E+00   0.425000E+00
   0.775000E+00   0.000000E+00   0.375000E+00
   0.775000E+00   0.000000E+00   0.325000E+00
   0.775000E+00   0.000000E+00   0.275000E+00
   0.775000E+00   0.000000E+00   0.225000E+00
   0.775000E+00   0.000000E+00   0.175000E+00
   0.775000E+00   0.000000E+00   0.125000E+00
   0.775000E+00   0.000000E+00   0.750000E-01
   0.775000E+00   0.000000E+00   0.250000E-01
   0.775000E+00   0.000000E+00  -0.250000E-01
   0.775000E+00   0.000000E+00  -0.750000E-01
   0.775000E+00   0.000000E+00  -0.125000E+00
   0.775000E+00   0.000000E+00  -0.175000E+00
   0.775000E+00   0.000000E+00  -0.225000E+00
   0.775000E+00   0.000000E+00  -0.275000E+00
   0.775000E+00   0.000000E+00  -0.325000E+00
   0.775000E+00   0.000000E+00  -0.375000E+00
   0.775000E+00   0.000000E+00  -0.425000E+00
   0.775000E+00   0.000000E+00  -0.475000E+00
   0.775000E+00   0.000000E+00  -0.525000E+00
   0.775000E+00   0.000000E+00  -0.575000E+00
   0.775000E+00   0.000000E+00  -0.625000E+00
   0.775000E+00   0.000000E+00  -0.675000E+00
   0.775000E+00   0.000000E+00  -0.725000E+00
   0.775000E+00   0.000000E+00  -0.775000E+00
   0.775000E+00   0.000000E+00  -0.825000E+00
   0.775000E+00   0.000000E+00  -0.875000E+00
   0.775000E+00   0.000000E+00  -0.925000E+00
   0.775000E+00   0.000000E+00  -0.975000E+00
   0.825000E+00   0.000000E+00   0.975000E+00
   0.825000E+00   0.000000E+00   0.925000E+00
   0.825000E+00   0.000000E+00   0.875000E+00
   0.825000E+00   0.000000E+00   0.825000E+00
   0.825000E+00   0.000000E+00   0.775000E+00
   0.825000E+00   0.000000E+00   0.725000E+00
   0.825000E+00   0.000000E+00   0.675000E+00
   0.825000E+00   0.000000E+00   0.625000E+00
   0.825000E+00   0.000000E+00   0.575000E+00
   0.825000E+00   0.000000E+00   0.525000E+00
   0.825000E+00   0.000000E+00   0.475000E+00
   0.825000E+00   0.000000E+00   0.425000E+00
   0.825000E+00   0.000000E+00   0.375000E+00
   0.825000E+00   0.000000E+00   0.325000E+00
   0.825000E+00   0.000000E+00   0.275000E+00
   0.825000E+00   0.000000E+00   0.225000E+00
   0.825000E+00   0.000000E+00   0.175000E+00
   0.825000E+00   0.000000E+00   0.125000E+00
   0.825000E+00   0.000000E+00   0.750000E-01
   0.825000E+00   0.000000E+00   0.250000E-01
   0.825000E+00   0.000000E+00  -0.250000E-01
   0.825000E+00   0.000000E+00  -0.750000E-01
   0.825000E+00   0.000000E+00  -0.125000E+00
   0.825000E+00   0.000000E+00  -0.175000E+00
   0.825000E+00   0.000000E+00  -0.225000E+00
   0.825000E+00   0.000000E+00  -0.275000E+00
   0.825000E+00   0.000000E+00  -0.325000E+00
   0.825000E+00   0.000000E+00  -0.375000E+00
   0.825000E+00   0.000000E+00  -0.425000E+00
   0.825000E+00   0.000000E+00  -0.475000E+00
   0.825000E+00   0.000000E+00  -0.525000E+00
   0.825000E+00   0.000000E+00  -0.575000E+00
   0.825000E+00   0.000000E+00  -0.625000E+00
   0.825000E+00   0.000000E+00  -0.675000E+00
   0.825000E+00   0.000000E+00  -0.725000E+00
   0.825000E+00   0.000000E+00  -0.775000E+00
   0.825000E+00   0.000000E+00  -0.825000E+00
   0.825000E+00   0.000000E+00  -0.875000E+00
   0.825000E+00   0.000000E+00  -0.925000E+00
   0.825000E+00   0.000000E+00  -0.975000E+00
   0.875000E+00   0.000000E+00   0.975000E+00
   0.875000E+00   0.000000E+00   0.925000E+00
   0.875000E+00   0.000000E+00   0.875000E+00
   0.875000E+00   0.000000E+00   0.825000E+00
   0.875000E+00   0.000000E+00   0.775000E+00
   0.875000E+00   0.000000E+00   0.725000E+00
   0.875000E+00   0.000000E+00   0.675000E+00
   0.875000E+00   0.000000E+00   0.625000E+00
   0.875000E+00   0.000000E+00   0.575000E+00
   0.875000E+00   0.000000E+00   0.525000E+00
   0.875000E+00   0.000000E+00   0.475000E+00
   0.875000E+00   0.000000E+00   0.425000E+00
   0.875000E+00   0.000000E+00   0.375000E+00
   0.875000E+00   0.000000E+00   0.325000E+00
   0.875000E+00   0.000000E+00   0.275000E+00
   0.875000E+00   0.000000E+00   0.225000E+00
   0.875000E+00   0.000000E+00   0.175000E+00
   0.875000E+00   0.000000E+00   0.125000E+00
   0.875000E+00   0.000000E+00   0.750000E-01
   0.875000E+00   0.000000E+00   0.250000E-01
   0.875000E+00   0.000000E+00  -0.250000E-01
   0.875000E+00   0.000000E+00  -0.750000E-01
   0.875000E+00   0.000000E+00  -0.125000E+00
   0.875000E+00   0.000000E+00  -0.175000E+00
   0.875000E+00   0.000000E+00  -0.225000E+00
   0.875000E+00   0.000000E+00  -0.275000E+00
   0.875000E+00   0.000000E+00  -0.325000E+00
   0.875000E+00   0.000000E+00  -0.375000E+00
   0.875000E+00   0.000000E+00  -0.425000E+00
   0.875000E+00   0.000000E+00  -0.475000E+00
   0.875000E+00   0.000000E+00  -0.525000E+00
   0.875000E+00   0.000000E+00  -0.575000E+00
   0.875000E+00   0.000000E+00  -0.625000E+00
   0.875000E+00   0.000000E+00  -0.675000E+00
   0.875000E+00   0.000000E+00  -0.725000E+00
   0.875000E+00   0.000000E+00  -0.775000E+00
   0.875000E+00   0.000000E+00  -0.825000E+00
   0.875000E+00   0.000000E+00  -0.875000E+00
   0.875000E+00   0.000000E+00  -0.925000E+00
   0.875000E+00   0.000000E+00  -0.975000E+00
   0.925000E+00   0.000000E+00   0.975000E+00
   0.925000E+00   0.000000E+00   0.925000E+00
   0.925000E+00   0.000000E+00   0.875000E+00
   0.925000E+00   0.000000E+00   0.825000E+00
   0.925000E+00   0.000000E+00   0.775000E+00
   0.925000E+00   0.000000E+00   0.725000E+00
   0.925000E+00   0.000000E+00   0.675000E+00
   0.925000E+00   0.000000E+00   0.625000E+00
   0.925000E+00   0.000000E+00   0.575000E+00
   0.925000E+00   0.000000E+00   0.525000E+00
   0.925000E+00   0.000000E+00   0.475000E+00
   0.925000E+00   0.000000E+00   0.425000E+00
   0.925000E+00   0.000000E+00   0.375000E+00
   0.925000E+00   0.000000E+00   0.325000E+00
   0.925000E+00   0.000000E+00   0.275000E+00
   0.925000E+00   0.000000E+00   0.225000E+00
   0.925000E+00   0.000000E+00   0.175000E+00
   0.925000E+00   0.000000E+00   0.125000E+00
   0.925000E+00   0.000000E+00   0.750000E-01
   0.925000E+00   0.000000E+00   0.250000E-01
   0.925000E+00   0.000000E+00  -0.250000E-01
   0.925000E+00   0.000000E+00  -0.750000E-01
   0.925000E+00   0.000000E+00  -0.125000E+00
   0.925000E+00   0.000000E+00  -0.175000E+00
   0.925000E+00   0.000000E+00  -0.225000E+00
   0.925000E+00   0.000000E+00  -0.275000E+00
   0.925000E+00   0.000000E+00  -0.325000E+00
   0.925000E+00   0.000000E+00  -0.375000E+00
   0.925000E+00   0.000000E+00  -0.425000E+00
   0.925000E+00   0.000000E+00  -0.475000E+00
   0.925000E+00   0.000000E+00  -0.525000E+00
   0.925000E+00   0.000000E+00  -0.575000E+00
   0.925000E+00   0.000000E+00  -0.625000E+00
   0.925000E+00   0.000000E+00  -0.675000E+00
   0.925000E+00   0.000000E+00  -0.725000E+00
   0.925000E+00   0.000000E+00  -0.775000E+00
   0.925000E+00   0.000000E+00  -0.825000E+00
   0.925000E+00   0.000000E+00  -0.875000E+00
   0.925000E+00   0.000000E+00  -0.925000E+00
   0.925000E+00   0.000000E+00  -0.975000E+00
   0.975000E+00   0.000000E+00   0.975000E+00
   0.975000E+00   0.000000E+00   0.925000E+00
   0.975000E+00   0.000000E+00   0.875000E+00
   0.975000E+00   0.000000E+00   0.825000E+00
   0.975000E+00   0.000000E+00   0.775000E+00
   0.975000E+00   0.000000E+00   0.725000E+00
   0.975000E+00   0.000000E+00   0.675000E+00
   0.975000E+00   0.000000E+00   0.625000E+00
   0.975000E+00   0.000000E+00   0.575000E+00
   0.975000E+00   0.000000E+00   0.525000E+00
   0.975000E+00   0.000000E+00   0.475000E+00
   0.975000E+00   0.000000E+00   0.425000E+00
   0.975000E+00   0.000000E+00   0.375000E+00
   0.975000E+00   0.000000E+00   0.325000E+00
   0.975000E+00   0.000000E+00   0.275000E+00
   0.975000E+00   0.000000E+00   0.225000E+00
   0.975000E+00   0.000000E+00   0.175000E+00
   0.975000E+00   0.000000E+00   0.125000E+00
   0.975000E+00   0.000000E+00   0.750000E-01
   0.975000E+00   0.000000E+00   0.250000E-01
   0.975000E+00   0.000000E+00  -0.250000E-01
   0.975000E+00   0.000000E+00  -0.750000E-01
   0.975000E+00   0.000000E+00  -0.125000E+00
   0.975000E+00   0.000000E+00  -0.175000E+00
   0.975000E+00   0.000000E+00  -0.225000E+00
   0.975000E+00   0.000000E+00  -0.275000E+00
   0.975000E+00   0.000000E+00  -0.325000E+00
   0.975000E+00   0.000000E+00  -0.375000E+00
   0.975000E+00   0.000000E+00  -0.425000E+00
   0.975000E+00   0.000000E+00  -0.475000E+00
   0.975000E+00   0.000000E+00  -0.525000E+00
   0.975000E+00   0.000000E+00  -0.575000E+00
   0.975000E+00   0.000000E+00  -0.625000E+00
   0.975000E+00   0.000000E+00  -0.675000E+00
   0.975000E+00   0.000000E+00  -0.725000E+00
   0.975000E+00   0.000000E+00  -0.775000E+00
   0.975000E+00   0.000000E+00  -0.825000E+00
   0.975000E+00   0.000000E+00  -0.875000E+00
   0.975000E+00   0.000000E+00  -0.925000E+00
   0.975000E+00   0.000000E+00  -0.975000E+00
